Sample ID,Sample Date,Beach Name,Sample Location,Enterococci Results,Units or Notes
060606BH05,2006-06-06,ROCKAWAY BEACH 80TH - 95TH,Center,4,MPN/100 ml
061608BH01,2008-06-16,SI YMCA OF GREATER NEW YORK,Left,36,MPN/100 ml
061609GR16,2009-06-16,SEAGATE BEACH - 38TH STREET,Right,88,MPN/100 ml
050409GR11,2009-05-04,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,8,MPN/100 ml
082216JL09,2016-08-22,CEDAR GROVE,Right,4,MPN/100 ml
051705TM24,2005-05-17,SCHUYLER HILL CIVIC ASSOCIATION,Right,9.9,MPN/100 ml
051208BH01,2008-05-12,SI YMCA OF GREATER NEW YORK,Left,4,MPN/100 ml
071211GR24,2011-07-12,AMERICAN TURNERS,Right,60,MPN/100 ml
081009GR12,2009-08-10,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,4,MPN/100 ml
083109GR07,2009-08-31,AMERICAN TURNERS,Left,4,MPN/100 ml
050106EL07,2006-05-01,KINGSBOROUGH COMMUNITY COLLEGE,Left,28,MPN/100 ml
080415CP15,2015-08-04,WEST FORDHAM STREET ASSOCIATION,Right,20,MPN/100 ml
052013KB04,2013-05-20,WOLFE'S POND PARK,Left,8,MPN/100 ml
062507GR01,2007-06-25,BREEZY POINT - 219TH STREET,Center,8,MPN/100 ml
090705BH11,2005-09-07,DANISH AMERICAN BEACH CLUB,Center,12,MPN/100 ml
082906BH18,2006-08-29,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,190,MPN/100 ml
061912GR02,2012-06-19,GERRITSEN/KIDDIE BEACH,Center,4,MPN/100 ml
083115KB12,2015-08-31,MIDLAND BEACH,Right,4,MPN/100 ml
052510GR01,2010-05-25,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,4,MPN/100 ml
061614CP14,2014-06-16,MIDLAND BEACH,Right,4,MPN/100 ml
071508GR04,2008-07-15,ROCKAWAY BEACH 116TH - 126TH,Center,4,MPN/100 ml
050514CP05,2014-05-05,SI YMCA OF GREATER NEW YORK,Right,8,MPN/100 ml
062414GR01,2014-06-24,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,8,MPN/100 ml
050211SG09,2011-05-02,CEDAR GROVE,Left,4,MPN/100 ml
042517HL06,2017-04-25,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,88,MPN/100 ml
052913KB11,2013-05-29,WEST FORDHAM STREET ASSOCIATION,Center,40,MPN/100 ml
072909KB08,2009-07-29,AMERICAN TURNERS,Center,120,MPN/100 ml
051011KB09,2011-05-10,ORCHARD BEACH,Right,4,MPN/100 ml
061213KB03,2013-06-12,WOLFE'S POND PARK,Right,4,MPN/100 ml
052212GR16,2012-05-22,SEAGATE BEACH - 38TH STREET,Right,110,MPN/100 ml
081505MR06,2005-08-15,MANHATTAN BEACH,Right,36,MPN/100 ml
051811SG14,2011-05-18,AMERICAN TURNERS,Center,480,MPN/100 ml
050211SG04,2011-05-02,SOUTH BEACH,Center,8,MPN/100 ml
080414CP11,2014-08-04,CEDAR GROVE,Right,28,MPN/100 ml
052609KB09,2009-05-26,MORRIS YACHT AND BEACH CLUB,Right,16,MPN/100 ml
042516GR15,2016-04-25,CONEY ISLAND WEST 28TH - WEST 37TH,Center,4,MPN/100 ml
060315CP11,2015-06-03,SOUTH BEACH,Center,4,MPN/100 ml
051810KB04,2010-05-18,WOLFE'S POND PARK,Left,20,MPN/100 ml
060815CP08,2015-06-08,WOLFE'S POND PARK,Right,4,MPN/100 ml
042715GR04,2015-04-27,MANHATTAN BEACH,Left,28,MPN/100 ml
083106GR06,2006-08-31,KINGSBOROUGH COMMUNITY COLLEGE,Right,48,MPN/100 ml
081406BH23,2006-08-14,MORRIS YACHT AND BEACH CLUB,Center,4,MPN/100 ml
051810KB03,2010-05-18,SI YMCA OF GREATER NEW YORK,Right,32,MPN/100 ml
042009GR18,2009-04-20,SEAGATE BEACH - 42ND STREET,Center,16,MPN/100 ml
080905MR12,2005-08-09,MORRIS YACHT AND BEACH CLUB,Right,8,MPN/100 ml
062005MG14,2005-06-20,DANISH AMERICAN BEACH CLUB,Center,4,MPN/100 ml
063008BH09,2008-06-30,MIDLAND BEACH,Right,12,MPN/100 ml
062717JA08,2017-06-27,AMERICAN TURNERS,Center,320,MPN/100 ml
052714GR01,2014-05-27,GERRITSEN/KIDDIE BEACH,Left,4,MPN/100 ml
060815GR04,2015-06-08,MANHATTAN BEACH,Left,16,MPN/100 ml
083111GR04,2011-08-31,WHITE CROSS FISHING CLUB,Left,44,MPN/100 ml
052814KB07,2014-05-28,ORCHARD BEACH,Left,32,MPN/100 ml
090810GR18,2010-09-08,SCHUYLER HILL CIVIC ASSOCIATION,Right,16,MPN/100 ml
071309GR16,2009-07-13,SEAGATE BEACH - 38TH STREET,Right,4,MPN/100 ml
080415GR20,2015-08-04,LOCUST POINT YACHT CLUB,Center,24,MPN/100 ml
071712GR18,2012-07-17,SCHUYLER HILL CIVIC ASSOCIATION,Right,8,MPN/100 ml
081010GR05,2010-08-10,WHITE CROSS FISHING CLUB,Center,28,MPN/100 ml
081215SM15,2015-08-12,MANHEM BEACH CLUB,Right,8,MPN/100 ml
071514CP16,2014-07-15,SOUTH BEACH,Center,100,MPN/100 ml
081015KB06,2015-08-10,WOLFE'S POND PARK,Right,12,MPN/100 ml
081010SG16,2010-08-10,MORRIS YACHT AND BEACH CLUB,Right,8,MPN/100 ml
050305TM14,2005-05-03,WHITE CROSS FISHING CLUB,Center,9.9,MPN/100 ml
042213GR21,2013-04-22,CONEY ISLAND WEST 16TH - WEST 27TH,Center,16,MPN/100 ml
070212GR04,2012-07-02,MANHATTAN BEACH,Left,12,MPN/100 ml
042412KB13,2012-04-24,MORRIS YACHT AND BEACH CLUB,Left,20,MPN/100 ml
080316MC02,2016-08-03,ROCKAWAY BEACH 15TH - 22TH,Center,4,MPN/100 ml
081213GR10,2013-08-12,CONEY ISLAND BR. 15TH - 6TH,Left,4,MPN/100 ml
080206ZK03,2006-08-02,AMERICAN TURNERS,Right,4,MPN/100 ml
070207GR13,2007-07-02,CONEY ISLAND WEST 8TH - PIER,Center,4,MPN/100 ml
051815CP07,2015-05-18,WOLFE'S POND PARK,Center,16,MPN/100 ml
051809GR17,2009-05-18,SEAGATE BEACH - 42ND STREET,Left,4,MPN/100 ml
090412GR18,2012-09-04,LOCUST POINT YACHT CLUB,Right,16,MPN/100 ml
080414CP16,2014-08-04,SOUTH BEACH,Center,16,MPN/100 ml
061109GR18,2009-06-11,SCHUYLER HILL CIVIC ASSOCIATION,Right,260,MPN/100 ml
080811KB09,2011-08-08,WEST FORDHAM STREET ASSOCIATION,Right,4,MPN/100 ml
072913GR19,2013-07-29,SEAGATE BEACH - 42ND STREET,Right,8,MPN/100 ml
051611GR04,2011-05-16,MANHATTAN BEACH,Left,4,MPN/100 ml
081308IM03,2008-08-13,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,8,MPN/100 ml
050515CP17,2015-05-05,SCHUYLER HILL CIVIC ASSOCIATION,Center,12,MPN/100 ml
072715GR16,2015-07-27,SEAGATE BEACH - 42ND STREET,Right,8,MPN/100 ml
071205MR03,2005-07-12,CONEY ISLAND BR. 15TH - 6TH,Center,12,MPN/100 ml
060111GR21,2011-06-01,LOCUST POINT YACHT CLUB,Center,12,MPN/100 ml
081815SM09,2015-08-18,AMERICAN TURNERS,Right,12,MPN/100 ml
070605SI06,2005-07-06,MIDLAND BEACH,Right,220,MPN/100 ml
061809GR02,2009-06-18,SEAGATE BEACH - 42ND STREET,Center,8,MPN/100 ml
063015CP26,2015-06-30,WEST FORDHAM STREET ASSOCIATION,Center,8,MPN/100 ml
072808GR09,2008-07-28,KINGSBOROUGH COMMUNITY COLLEGE,Right,4,MPN/100 ml
061405MG05,2005-06-14,LOCUST POINT CIVIC ASSOCIATION,Center,24,MPN/100 ml
051811SG05,2011-05-18,SCHUYLER HILL CIVIC ASSOCIATION,Center,800,MPN/100 ml
062011KB10,2011-06-20,MIDLAND BEACH,Left,4,MPN/100 ml
080613CP17,2013-08-06,WEST FORDHAM STREET ASSOCIATION,Center,200,MPN/100 ml
083011KB13,2011-08-30,SOUTH BEACH,Left,150,MPN/100 ml
080513GR17,2013-08-05,SEAGATE BEACH - 42ND STREET,Left,4,MPN/100 ml
080615CP06,2015-08-06,ROCKAWAY BEACH 95TH - 116TH,Center,4,MPN/100 ml
072511GR13,2011-07-25,CONEY ISLAND WEST 8TH - PIER,Center,56,MPN/100 ml
072516IM21,2016-07-25,LOCUST POINT YACHT CLUB,Right,4,MPN/100 ml
071714KB16,2014-07-17,KINGSBOROUGH COMMUNITY COLLEGE,Right,28,MPN/100 ml
070213GR07,2013-07-02,AMERICAN TURNERS,Left,110,MPN/100 ml
042208BH03,2008-04-22,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,32,MPN/100 ml
052008GR02,2008-05-20,BREEZY POINT - REID AVE.,Center,4,MPN/100 ml
082305EL02,2005-08-23,KINGSBOROUGH COMMUNITY COLLEGE,Center,8,MPN/100 ml
042015GR13,2015-04-20,CONEY ISLAND WEST 8TH - PIER,Center,200,MPN/100 ml
062909KB02,2009-06-29,MANHATTAN BEACH,Center,8,MPN/100 ml
061114IM18,2014-06-11,SCHUYLER HILL CIVIC ASSOCIATION,Right,110,MPN/100 ml
080210KB11,2010-08-02,SOUTH BEACH,Center,80,MPN/100 ml
090815KB03,2015-09-08,SI YMCA OF GREATER NEW YORK,Right,8,MPN/100 ml
080105SI02,2005-08-01,WOLFE'S POND PARK,Center,12,MPN/100 ml
062805MG25,2005-06-28,MORRIS YACHT AND BEACH CLUB,Left,8,MPN/100 ml
071805MR04,2005-07-18,MANHATTAN BEACH,Center,12,MPN/100 ml
052912KB03,2012-05-29,SI YMCA OF GREATER NEW YORK,Right,68,MPN/100 ml
070212KB12,2012-07-02,WEST FORDHAM STREET ASSOCIATION,Right,8,MPN/100 ml
073112KB07,2012-07-31,ORCHARD BEACH,Left,16,MPN/100 ml
051611GR01,2011-05-16,GERRITSEN/KIDDIE BEACH,Left,8,MPN/100 ml
072511GR08,2011-07-25,KINGSBOROUGH COMMUNITY COLLEGE,Center,16,MPN/100 ml
081710SG06,2010-08-17,MIDLAND BEACH,Left,8,MPN/100 ml
052107GR14,2007-05-21,SEAGATE BEACH - 38TH STREET,Left,4,MPN/100 ml
082012KB15,2012-08-20,MORRIS YACHT AND BEACH CLUB,Right,8,MPN/100 ml
061708GR10,2008-06-17,ROCKAWAY BEACH 9TH - 13TH,Center,4,MPN/100 ml
082917KB09,2017-08-29,ORCHARD BEACH,Right,120,MPN/100 ml
082608BH08,2008-08-26,MORRIS YACHT AND BEACH CLUB,Center,4,MPN/100 ml
051710GR19,2010-05-17,LOCUST POINT YACHT CLUB,Left,4,MPN/100 ml
090710GR10,2010-09-07,CONEY ISLAND BR. 15TH - 6TH,Center,4,MPN/100 ml
051915CP11,2015-05-19,MORRIS YACHT AND BEACH CLUB,Center,8,MPN/100 ml
081412GR13,2012-08-14,MANHEM BEACH CLUB,Left,4,MPN/100 ml
072711KB07,2011-07-27,ORCHARD BEACH,Left,4,MPN/100 ml
060115CP02,2015-06-01,SI YMCA OF GREATER NEW YORK,Center,2000,MPN/100 ml
070705WF02,2005-07-07,MIDLAND BEACH,Center,32,MPN/100 ml
061207GR07,2007-06-12,KINGSBOROUGH COMMUNITY COLLEGE,Left,48,MPN/100 ml
052311SG06,2011-05-23,MANHATTAN BEACH,Right,4,MPN/100 ml
082610SG10,2010-08-26,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,56,MPN/100 ml
061614GR03,2014-06-16,GERRITSEN/KIDDIE BEACH,Right,8,MPN/100 ml
062716CP09,2016-06-27,CEDAR GROVE,Left,4,MPN/100 ml
071415GR01,2015-07-14,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,4,MPN/100 ml
061812KB01,2012-06-18,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,16,MPN/100 ml
052609KB07,2009-05-26,MORRIS YACHT AND BEACH CLUB,Left,24,MPN/100 ml
091410KB05,2010-09-14,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,68,MPN/100 ml
081711KB12,2011-08-17,WOLFE'S POND PARK,Right,12,MPN/100 ml
042914CP20,2014-04-29,LOCUST POINT YACHT CLUB,Center,4,MPN/100 ml
070814KB08,2014-07-08,ORCHARD BEACH,Center,4,MPN/100 ml
090115KB10,2015-09-01,WEST FORDHAM STREET ASSOCIATION,Left,4,MPN/100 ml
061114IM17,2014-06-11,SCHUYLER HILL CIVIC ASSOCIATION,Center,260,MPN/100 ml
050812GR17,2012-05-08,SCHUYLER HILL CIVIC ASSOCIATION,Center,380,MPN/100 ml
062006GR07,2006-06-20,KINGSBOROUGH COMMUNITY COLLEGE,Left,12,MPN/100 ml
082608IM11,2008-08-26,DANISH AMERICAN BEACH CLUB,Center,8,MPN/100 ml
070709GR11,2009-07-07,DANISH AMERICAN BEACH CLUB,Center,72,MPN/100 ml
050216JL14,2016-05-03,AMERICAN TURNERS,Center,800,MPN/100 ml
072805AW04,2005-07-28,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,8,MPN/100 ml
050906IM11,2006-05-09,WHITE CROSS FISHING CLUB,Center,4,MPN/100 ml
062509KB17,2009-06-25,MANHEM BEACH CLUB,Center,32,MPN/100 ml
071806NG02,2006-07-18,ROCKAWAY BEACH 15TH - 22TH,Center,4,MPN/100 ml
070912KB15,2012-07-09,SOUTH BEACH,Right,40,MPN/100 ml
083011SG11,2011-08-30,WEST FORDHAM STREET ASSOCIATION,Center,12,MPN/100 ml
062816JL13,2016-06-28,MANHEM BEACH CLUB,Left,56,MPN/100 ml
050205LA03,2005-05-02,CONEY ISLAND BR. 15TH - 6TH,Center,10,MPN/100 ml
072908BH07,2008-07-29,MORRIS YACHT AND BEACH CLUB,Left,12,MPN/100 ml
042109IM07,2009-04-21,AMERICAN TURNERS,Left,900,MPN/100 ml
060915GR03,2015-06-09,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,8,MPN/100 ml
072511KB01,2011-07-25,SI YMCA OF GREATER NEW YORK,Left,60,MPN/100 ml
051815GR08,2015-05-18,KINGSBOROUGH COMMUNITY COLLEGE,Center,8,MPN/100 ml
061114CP09,2014-06-11,CEDAR GROVE,Right,96,MPN/100 ml
082410SG07,2010-08-24,MIDLAND BEACH,Center,56,MPN/100 ml
050812GR09,2012-05-08,AMERICAN TURNERS,Right,56,MPN/100 ml
091411KB05,2011-09-14,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,16,MPN/100 ml
072505MR08,2005-07-25,KINGSBOROUGH COMMUNITY COLLEGE,Center,240,MPN/100 ml
071910KB08,2010-07-19,ORCHARD BEACH,Center,20,MPN/100 ml
061107IM26,2007-06-11,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,24,MPN/100 ml
081610GR20,2010-08-16,LOCUST POINT YACHT CLUB,Center,16,MPN/100 ml
081914KB05,2014-08-19,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,4,MPN/100 ml
060412KB10,2012-06-04,MIDLAND BEACH,Left,36,MPN/100 ml
051710SG01,2010-05-17,GERRITSEN/KIDDIE BEACH,Left,4,MPN/100 ml
082117KB14,2017-08-21,SOUTH BEACH,Center,4,MPN/100 ml
071806ZK06,2006-07-18,ORCHARD BEACH,Right,300,MPN/100 ml
060513GR15,2013-06-05,MANHEM BEACH CLUB,Right,84,MPN/100 ml
051313KB04,2013-05-13,WOLFE'S POND PARK,Left,8,MPN/100 ml
080414CP06,2014-08-04,WOLFE'S POND PARK,Left,4,MPN/100 ml
082106NG12,2006-08-21,WOLFE'S POND PARK,Right,4,MPN/100 ml
082007BH22,2007-08-20,SCHUYLER HILL CIVIC ASSOCIATION,Left,16,MPN/100 ml
082712KB12,2012-08-27,WEST FORDHAM STREET ASSOCIATION,Right,8,MPN/100 ml
050905BH12,2005-05-09,CONEY ISLAND WEST 8TH - PIER,Center,9.9,MPN/100 ml
052212GR12,2012-05-22,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,28,MPN/100 ml
060111KB15,2011-06-01,MORRIS YACHT AND BEACH CLUB,Right,64,MPN/100 ml
061913GR04,2013-06-19,BREEZY POINT - REID AVE.,Left,4,MPN/100 ml
051412KB14,2012-05-14,MORRIS YACHT AND BEACH CLUB,Center,4,MPN/100 ml
052112GR19,2012-05-21,LOCUST POINT YACHT CLUB,Left,20,MPN/100 ml
052709GR56,2009-05-27,KINGSBOROUGH COMMUNITY COLLEGE,Right,56,MPN/100 ml
071106NG01,2006-07-11,SOUTH BEACH,Left,48,MPN/100 ml
082605EL01,2005-08-26,KINGSBOROUGH COMMUNITY COLLEGE,Left,8,MPN/100 ml
072808GR10,2008-07-28,CONEY ISLAND BR. 15TH - 6TH,Center,16,MPN/100 ml
051811SG04,2011-05-18,SCHUYLER HILL CIVIC ASSOCIATION,Left,920,MPN/100 ml
072908IM18,2008-07-29,SCHUYLER HILL CIVIC ASSOCIATION,Right,12,MPN/100 ml
050713GR18,2013-05-07,SCHUYLER HILL CIVIC ASSOCIATION,Right,4,MPN/100 ml
062309GR09,2009-06-23,AMERICAN TURNERS,Right,60,MPN/100 ml
072709KB10,2009-07-27,SOUTH BEACH,Left,56,MPN/100 ml
051005TM23,2005-05-10,SCHUYLER HILL CIVIC ASSOCIATION,Center,20,MPN/100 ml
051208BH14,2008-05-12,CONEY ISLAND WEST 16TH - WEST 27TH,Right,16,MPN/100 ml
042307GR07,2007-04-23,KINGSBOROUGH COMMUNITY COLLEGE,Left,12,MPN/100 ml
052113KB13,2013-05-21,MORRIS YACHT AND BEACH CLUB,Left,4,MPN/100 ml
060407GR04,2007-06-04,KINGSBOROUGH COMMUNITY COLLEGE,Left,64,MPN/100 ml
070512GR09,2012-07-05,ROCKAWAY BEACH 59TH - 80TH,Center,4,MPN/100 ml
060407BH11,2007-06-04,SOUTH BEACH,Center,480,MPN/100 ml
090810GR15,2010-09-08,MANHEM BEACH CLUB,Right,28,MPN/100 ml
072616JL09,2016-07-26,CEDAR GROVE,Right,36,MPN/100 ml
061807GR02,2007-06-18,GERRITSEN/KIDDIE BEACH,Center,12,MPN/100 ml
061813GR14,2013-06-18,SEAGATE BEACH - 38TH STREET,Left,4,MPN/100 ml
072015GR10,2015-07-20,CONEY ISLAND BR. 15TH - 6TH,Center,8,MPN/100 ml
070212SG06,2012-07-02,WHITE CROSS FISHING CLUB,Right,12,MPN/100 ml
061614CP15,2014-06-16,SOUTH BEACH,Left,36,MPN/100 ml
042610GR15,2010-04-26,SEAGATE BEACH - 38TH STREET,Center,64,MPN/100 ml
082206BH20,2006-08-22,WHITE CROSS FISHING CLUB,Center,16,MPN/100 ml
061813KB08,2013-06-18,CEDAR GROVE,Center,4,MPN/100 ml
060710KB07,2010-06-07,MIDLAND BEACH,Left,4,MPN/100 ml
080613GR06,2013-08-06,WHITE CROSS FISHING CLUB,Right,12,MPN/100 ml
051214GR11,2014-05-12,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,4,MPN/100 ml
080206JR06,2006-08-02,ORCHARD BEACH,Right,8,MPN/100 ml
061405MG06,2005-06-14,LOCUST POINT CIVIC ASSOCIATION,Right,40,MPN/100 ml
071514GR07,2014-07-15,CONEY ISLAND BR. 15TH - 6TH,Center,130,MPN/100 ml
052416AO15,2016-05-24,WEST FORDHAM STREET ASSOCIATION,Right,12,MPN/100 ml
082911AA01,2011-08-29,CEDAR GROVE,Left,8,MPN/100 ml
090517MA14,2017-09-05,SEAGATE BEACH - 42ND STREET,Left,4,MPN/100 ml
051314KB13,2014-05-13,MORRIS YACHT AND BEACH CLUB,Left,24,MPN/100 ml
081313CP08,2013-08-13,ORCHARD BEACH,Center,8,MPN/100 ml
080811GR08,2011-08-08,WHITE CROSS FISHING CLUB,Center,8,MPN/100 ml
061311KB02,2011-06-13,SI YMCA OF GREATER NEW YORK,Center,140,MPN/100 ml
062209GR06,2009-06-22,MANHATTAN BEACH,Right,4,MPN/100 ml
090407BH03,2007-09-04,SI YMCA OF GREATER NEW YORK,Right,20,MPN/100 ml
052306IM26,2006-05-23,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,40,MPN/100 ml
080309GR16,2009-08-03,SEAGATE BEACH - 38TH STREET,Right,20,MPN/100 ml
070108BH01,2008-07-01,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,20,MPN/100 ml
080206JR08,2006-08-02,MORRIS YACHT AND BEACH CLUB,Center,32,MPN/100 ml
071017MC14,2017-07-10,SEAGATE BEACH - 42ND STREET,Left,16,MPN/100 ml
060214CP16,2014-06-02,SOUTH BEACH,Center,4,MPN/100 ml
071806JR03,2006-07-18,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,52,MPN/100 ml
071613GR16,2013-07-16,SCHUYLER HILL CIVIC ASSOCIATION,Left,4,MPN/100 ml
080816JL10,2016-08-08,MIDLAND BEACH,Left,4,MPN/100 ml
061109GR14,2009-06-11,MANHEM BEACH CLUB,Center,140,MPN/100 ml
051517JA12,2017-05-15,MIDLAND BEACH,Left,12,MPN/100 ml
060407GR05,2007-06-04,KINGSBOROUGH COMMUNITY COLLEGE,Center,44,MPN/100 ml
081908GR06,2008-08-19,WHITE CROSS FISHING CLUB,Right,4,MPN/100 ml
071806NG01,2006-07-18,ROCKAWAY BEACH 9TH - 13TH,Center,4,MPN/100 ml
070511GR15,2011-07-05,SEAGATE BEACH - 38TH STREET,Center,4,MPN/100 ml
072908GR05,2008-07-29,ROCKAWAY BEACH 95TH - 116TH,Center,4,MPN/100 ml
042108BH10,2008-04-21,SOUTH BEACH,Left,12,MPN/100 ml
061411KB14,2011-06-14,MORRIS YACHT AND BEACH CLUB,Center,52,MPN/100 ml
081214KB09,2014-08-12,ORCHARD BEACH,Right,8,MPN/100 ml
081914KB03,2014-08-19,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,4,MPN/100 ml
082112GR13,2012-08-21,CONEY ISLAND WEST 8TH - PIER,Center,20,MPN/100 ml
052013GR14,2013-05-20,SEAGATE BEACH - 38TH STREET,Left,12,MPN/100 ml
062509KB11,2009-06-25,WHITE CROSS FISHING CLUB,Center,130,MPN/100 ml
080408GR15,2008-08-04,SEAGATE BEACH - 38TH STREET,Center,4,MPN/100 ml
071315GR01,2015-07-13,GERRITSEN/KIDDIE BEACH,Left,8,MPN/100 ml
061608GR08,2008-06-16,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,4,MPN/100 ml
082905BH14,2005-08-29,WHITE CROSS FISHING CLUB,Center,8,MPN/100 ml
083005EL03,2005-08-30,CONEY ISLAND BR. 15TH - 6TH,Center,4,MPN/100 ml
090412GR01,2012-09-04,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,16,MPN/100 ml
090815KB01,2015-09-08,SI YMCA OF GREATER NEW YORK,Left,8,MPN/100 ml
051412GR12,2012-05-14,DANISH AMERICAN BEACH CLUB,Right,8,MPN/100 ml
062309GR07,2009-06-23,AMERICAN TURNERS,Left,48,MPN/100 ml
083111SG06,2011-08-31,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,8,MPN/100 ml
051815CP08,2015-05-18,WOLFE'S POND PARK,Right,8,MPN/100 ml
072312GR19,2012-07-23,LOCUST POINT YACHT CLUB,Left,4,MPN/100 ml
071607BH01,2007-07-16,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,48,MPN/100 ml
060313GR03,2013-06-03,GERRITSEN/KIDDIE BEACH,Right,260,MPN/100 ml
042412GR15,2012-04-24,MANHEM BEACH CLUB,Right,28,MPN/100 ml
072709GR13,2009-07-27,CONEY ISLAND WEST 8TH - PIER,Center,32,MPN/100 ml
080414CP10,2014-08-04,CEDAR GROVE,Center,52,MPN/100 ml
071211GR21,2011-07-12,WHITE CROSS FISHING CLUB,Right,24,MPN/100 ml
090810GR13,2010-09-08,MANHEM BEACH CLUB,Left,16,MPN/100 ml
082316HL08,2016-08-23,ORCHARD BEACH,Center,4,MPN/100 ml
071112GR01,2012-07-11,BREEZY POINT - 219TH STREET,Left,20,MPN/100 ml
070706AW03,2006-07-07,CONEY ISLAND WEST 16TH - WEST 27TH,Right,36,MPN/100 ml
073112KB01,2012-07-31,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,60,MPN/100 ml
053106EL21,2006-05-31,MIDLAND BEACH,Right,16,MPN/100 ml
051208BH04,2008-05-12,WOLFE'S POND PARK,Left,780,MPN/100 ml
082911GR08,2011-08-29,ROCKAWAY BEACH 9TH - 13TH,Center,48,MPN/100 ml
051011GR16,2011-05-10,SCHUYLER HILL CIVIC ASSOCIATION,Left,12,MPN/100 ml
051512KB12,2012-05-15,MIDLAND BEACH,Right,4,MPN/100 ml
042009GR09,2009-04-20,KINGSBOROUGH COMMUNITY COLLEGE,Right,40,MPN/100 ml
061410GR01,2010-06-14,GERRITSEN/KIDDIE BEACH,Left,20,MPN/100 ml
072815CP02,2015-07-28,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,12,MPN/100 ml
053012KB08,2012-05-30,ORCHARD BEACH,Center,56,MPN/100 ml
060914CP11,2014-06-09,CEDAR GROVE,Right,3100,MPN/100 ml
072110GR03,2010-07-21,ROCKAWAY BEACH 126TH - 149TH,Center,44,MPN/100 ml
051314KB04,2014-05-13,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,32,MPN/100 ml
080806NG01,2006-08-08,SOUTH BEACH,Left,8,MPN/100 ml
042412KB02,2012-04-24,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,48,MPN/100 ml
081105MR01,2005-08-11,WOLFE'S POND PARK,Left,40,MPN/100 ml
090507GR05,2007-09-05,ROCKAWAY BEACH 95TH - 116TH,Center,4,MPN/100 ml
072506LC04,2006-07-25,SI YMCA OF GREATER NEW YORK,Left,4,MPN/100 ml
060513GR11,2013-06-05,DANISH AMERICAN BEACH CLUB,Center,52,MPN/100 ml
083111AA05,2011-08-31,MIDLAND BEACH,Center,24,MPN/100 ml
081209KB07,2009-08-12,KINGSBOROUGH COMMUNITY COLLEGE,Left,1800,MPN/100 ml
042517HL09,2017-04-25,ORCHARD BEACH,Right,20,MPN/100 ml
050216GR12,2016-05-02,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,4,MPN/100 ml
052013GR02,2013-05-20,GERRITSEN/KIDDIE BEACH,Center,44,MPN/100 ml
061708IM10,2008-06-17,DANISH AMERICAN BEACH CLUB,Left,28,MPN/100 ml
062810KB12,2010-06-28,SOUTH BEACH,Right,4,MPN/100 ml
081811KB12,2011-08-18,WEST FORDHAM STREET ASSOCIATION,Right,56,MPN/100 ml
071712KB02,2012-07-17,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,12,MPN/100 ml
060315CP08,2015-06-03,MIDLAND BEACH,Center,12,MPN/100 ml
060915GR01,2015-06-09,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,4,MPN/100 ml
081209KB01,2009-08-12,SI YMCA OF GREATER NEW YORK,Left,8,MPN/100 ml
071613CP05,2013-07-16,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,12,MPN/100 ml
052913KB10,2013-05-29,WEST FORDHAM STREET ASSOCIATION,Left,32,MPN/100 ml
062408BH07,2008-06-24,MORRIS YACHT AND BEACH CLUB,Left,4,MPN/100 ml
090814CP09,2014-09-08,MORRIS YACHT AND BEACH CLUB,Right,24,MPN/100 ml
051414CP08,2014-05-14,ROCKAWAY BEACH 126TH - 149TH,Center,8,MPN/100 ml
081109KB02,2009-08-11,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,36,MPN/100 ml
